"Row18259","Tapes[LOCATION(NE)]",""
"Row18268","Porto Alegre[LOCATION(NE)]",""
"Row18270","Porto[LOCATION(NE)]",""
"Row18271","Alegre[LOCATION(NE)]",""
"Row18383","cachoeira[LOCATION(NE)]",""
"Row18424","alegria[LOCATION(NE)]",""
"Row18508","Londrina[LOCATION(NE)]",""
"Row18523","Atalaia[LOCATION(NE)]",""
"Row18571","Londrina[LOCATION(NE)]",""
"Row18610","Mirante[LOCATION(NE)]",""
"Row18611","Boa Viagem[LOCATION(NE)]",""
"Row18625","Imbituba[LOCATION(NE)]",""
"Row18657","Porto Alegre[LOCATION(NE)]",""
"Row18668","Salgado[LOCATION(NE)]",""
"Row18842","Belem[LOCATION(NE)]",""
"Row18849","Abaetetuba[LOCATION(NE)]",""
"Row18854","Palmas[LOCATION(NE)]",""
"Row18889","Moema[LOCATION(NE)]",""
"Row18964","Botucatu[LOCATION(NE)]",""
"Row19040","Ouro[LOCATION(NE)]",""
"Row19045","Sao Francisco[LOCATION(NE)]",""
"Row19056","CENTRAL[LOCATION(NE)]",""
"Row19120","Porto Alegre[LOCATION(NE)]",""
"Row19153","Caxias[LOCATION(NE)]",""
"Row19167","Barra[LOCATION(NE)]",""
"Row19178","Bela Vista[LOCATION(NE)]",""
"Row19187","joinville[LOCATION(NE)]",""
"Row19205","alegria[LOCATION(NE)]",""
"Row19311","Santa Cruz[LOCATION(NE)]",""
"Row19322","Palhano[LOCATION(NE)]",""
"Row19384","Campo Grande[LOCATION(NE)]",""
"Row19434","feliz[LOCATION(NE)]",""
"Row19506","Recife[LOCATION(NE)]",""
"Row19572","carai[LOCATION(NE)]",""
"Row19593","Porto Alegre[LOCATION(NE)]",""
"Row19595","Rio Grande[LOCATION(NE)]",""
"Row19752","Catarina[LOCATION(NE)]",""
"Row19839","Alegria[LOCATION(NE)]",""
"Row19910","Fortaleza[LOCATION(NE)]",""
"Row19985","Coaraci[LOCATION(NE)]",""
"Row19994","Restinga[LOCATION(NE)]",""
"Row20010","Catarina[LOCATION(NE)]",""
"Row20018","Cachoeira[LOCATION(NE)]",""
"Row20019","Bela Vista[LOCATION(NE)]",""
"Row20086","Areia[LOCATION(NE)]",""
"Row20113","Feliz[LOCATION(NE)]",""
"Row20116","Assai[LOCATION(NE)]",""
"Row20118","Maracanau[LOCATION(NE)]",""
"Row20150","Alto Alegre[LOCATION(NE)]",""
"Row20198","Cerro Largo[LOCATION(NE)]",""
"Row20213","Sapiranga[LOCATION(NE)]",""
"Row20296","Alagoinhas[LOCATION(NE)]",""
"Row20306","Congonhas[LOCATION(NE)]",""
"Row20335","Lagoa[LOCATION(NE)]",""
"Row20386","Teresina[LOCATION(NE)]",""
"Row20423","Itapeva[LOCATION(NE)]",""
"Row20501","Barbosa[LOCATION(NE)]",""
"Row20509","Fortaleza[LOCATION(NE)]",""
"Row20519","Boa Viagem[LOCATION(NE)]",""
"Row20521","Belo Horizonte[LOCATION(NE)]",""
"Row20539","Boa Viagem[LOCATION(NE)]",""
"Row20560","Boa Viagem[LOCATION(NE)]",""
"Row20584","Chacara[LOCATION(NE)]",""
"Row20586","Pedro De Toledo[LOCATION(NE)]",""
"Row20655","Jardim[LOCATION(NE)]",""
"Row20658","Guarulhos[LOCATION(NE)]",""
"Row20678","roteiro[LOCATION(NE)]",""
"Row20717","Martins[LOCATION(NE)]",""
"Row20749","maringa[LOCATION(NE)]",""
"Row20801","Lagoa[LOCATION(NE)]",""
"Row20813","Itaparica[LOCATION(NE)]",""
"Row21038","Sorocaba[LOCATION(NE)]",""
"Row21102","Curitiba[LOCATION(NE)]",""
"Row21132","descanso[LOCATION(NE)]",""
"Row21281","Lagoa[LOCATION(NE)]",""
"Row21285","Belo Horizonte[LOCATION(NE)]",""
